Policy_ID,Policy_Number,Customer_ID,State,Region,Product,Line_of_Business,Agent,Underwriter,Policy_Status,Risk_Level,Effective_Date,Expiration_Date,Written_Premium,Earned_Premium,Claim_Count,Claim_Amount,Paid_Claim_Amount,Outstanding_Reserve,Coverage_Type,Claim_Status,Claim_Type,Loss_Date,Reported_Date,Distribution_Channel,Loss_Ratio
POL00109,PN-114768,CUST00096,FL,South,Auto,Personal Auto,Paul Thomas,Nancy Martinez,Expired,Low,2025-03-13,2026-03-08,724.7,724.7,1,338.93,310.8,0.0,Collision,Closed,Theft,2025-07-27,2025-08-06,Direct,0.46768317924658476
POL00110,PN-416613,CUST00097,IL,Midwest,Auto,Personal Auto,Kimberly Garcia,Paul Williams,Active,Medium,2024-11-10,2025-11-05,1374.09,1211.71,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Agent,0.0
POL00111,PN-823821,CUST00068,VA,South,Home,Homeowners,Robert Perez,Linda Wright,Active,Medium,2025-01-17,2026-01-12,2657.42,2105.41,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Direct,0.0
POL00112,PN-898867,CUST00098,FL,South,Home,Homeowners,Linda Williams,Maria Lewis,Active,Medium,2025-07-31,2026-01-27,1089.42,684.77,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Broker,0.0
POL00113,PN-272529,CUST00099,OH,Midwest,Home,Homeowners,Paul Thomas,Nancy Martinez,Active,Medium,2025-04-01,2025-09-28,1948.94,1163.36,1,5053.41,4860.73,0.0,Property,Closed,Weather,2025-08-27,2025-08-29,Direct,4.3438058726447535
POL00114,PN-147489,CUST00100,CA,West,Auto,Personal Auto,James Lewis,Maria Lewis,Active,High,2024-07-03,2025-06-28,2786.32,2005.66,3,54479.2,51715.41,0.0,Personal Injury,Closed,Bodily Injury,2025-04-05,2025-04-09,Agent,27.162729475584094
POL00115,PN-785280,CUST00101,NY,Northeast,Auto,Personal Auto,Mark Rodriguez,Maria Harris,Cancelled,Medium,2024-01-04,2024-07-02,2262.65,1315.63,0,0.0,0.0,0.0,Personal Injury,No Claim,No Claim,,,Agent,0.0
POL00116,PN-963355,CUST00102,NC,South,Auto,Personal Auto,Susan Johnson,Nancy Martinez,Cancelled,High,2025-11-07,2026-11-02,2429.87,1660.63,1,11603.87,11381.45,0.0,Liability,Closed,Weather,2026-01-08,2026-01-09,Agent,6.98763120020715
POL00117,PN-521805,CUST00103,OH,Midwest,Auto,Personal Auto,Angela Allen,John Walker,Pending,Low,2026-01-19,2027-01-14,1389.33,113.7,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Agent,0.0
POL00118,PN-792282,CUST00104,MD,South,Auto,Personal Auto,James Lewis,Kevin Williams,Active,Medium,2024-12-18,2025-12-13,1915.43,1092.97,1,3271.13,1402.56,1388.92,Personal Injury,Open,Weather,2025-08-12,2025-08-13,Broker,2.9928817808357047
POL00119,PN-689704,CUST00105,MD,South,Home,Homeowners,Ashley Brown,Maria Harris,Active,Low,2025-04-05,2026-03-31,963.47,408.33,1,1372.53,1315.77,0.0,Property,Closed,Fire,2026-01-16,2026-01-22,Online,3.3613253985746825
POL00120,PN-602681,CUST00106,VA,South,Auto,Personal Auto,Thomas Brown,Nancy Martinez,Pending,High,2026-02-11,2027-02-06,2991.11,210.5,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Agent,0.0
POL00121,PN-678897,CUST00107,MA,Northeast,Auto,Personal Auto,Mark Rodriguez,Paul Williams,Active,Low,2025-04-22,2025-10-19,1676.19,1332.67,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Direct,0.0
POL00122,PN-488712,CUST00108,NJ,Northeast,Home,Homeowners,Robert Perez,Linda Wright,Active,Low,2026-01-07,2027-01-02,1229.12,552.5,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Broker,0.0
POL00123,PN-623555,CUST00109,TX,South,Auto,Personal Auto,George Wilson,Donna Davis,Cancelled,High,2024-06-21,2025-06-16,1382.53,612.45,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Broker,0.0
POL00124,PN-649395,CUST00086,NY,Northeast,Commercial Property,Commercial Property,Paul Thomas,John Walker,Active,Medium,2024-08-24,2025-02-20,9060.51,5696.58,1,680.92,620.8,0.0,Liability,Closed,Liability,2024-08-28,2024-09-13,Direct,0.11953136794357315
POL00125,PN-857273,CUST00110,MA,Northeast,Auto,Personal Auto,Kevin Brown,Jennifer Robinson,Expired,High,2024-04-08,2025-04-03,1514.51,1514.51,1,9827.85,9186.59,0.0,Liability,Closed,Bodily Injury,2025-03-30,2025-04-06,Agent,6.489128497005632
POL00126,PN-414546,CUST00111,GA,South,Auto,Personal Auto,Angela Allen,John Walker,Active,Low,2024-02-27,2024-08-25,1391.56,1182.08,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Broker,0.0
POL00127,PN-693343,CUST00112,NY,Northeast,Commercial Property,Commercial Property,James Lewis,Edward White,Expired,Low,2025-05-01,2026-04-26,2708.27,2708.27,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Direct,0.0
POL00128,PN-288066,CUST00113,VA,South,Auto,Personal Auto,Ryan Lee,Linda Wright,Cancelled,Medium,2024-03-19,2025-03-14,949.71,618.06,2,11298.94,7480.82,2865.1,Personal Injury,Reopened,Theft,2024-09-12,2024-09-13,Broker,18.281299550205485
POL00129,PN-202430,CUST00114,GA,South,Auto,Personal Auto,James Robinson,Maria Harris,Active,High,2026-03-13,2027-03-08,1963.89,1790.56,1,19486.45,2401.22,12336.42,Liability,Open,Bodily Injury,2026-04-16,2026-04-20,Online,10.882880216245198
POL00130,PN-498458,CUST00115,TX,South,Auto,Personal Auto,James Lee,Mark Miller,Active,Low,2025-03-31,2026-03-26,1466.07,523.01,0,0.0,0.0,0.0,Personal Injury,No Claim,No Claim,,,Direct,0.0
POL00131,PN-208310,CUST00049,OH,Midwest,Auto,Personal Auto,James Robinson,Mark Miller,Active,High,2026-03-08,2026-09-04,2526.01,2387.77,1,4159.93,3843.64,0.0,Collision,Closed,Bodily Injury,2026-03-16,2026-03-21,Broker,1.7421820359582374
POL00132,PN-555791,CUST00116,MA,Northeast,Home,Homeowners,John Davis,Paul Williams,Active,Low,2025-08-31,2026-08-26,1490.0,453.55,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Online,0.0
POL00133,PN-943135,CUST00117,NC,South,Auto,Personal Auto,Kevin Brown,Linda Wright,Active,Low,2025-05-05,2026-04-30,808.11,410.07,0,0.0,0.0,0.0,Personal Injury,No Claim,No Claim,,,Online,0.0
POL00134,PN-703853,CUST00118,VA,South,Auto,Personal Auto,Kevin Brown,Maria Harris,Expired,Low,2025-07-12,2026-07-07,1475.92,1475.92,0,0.0,0.0,0.0,Personal Injury,No Claim,No Claim,,,Agent,0.0
POL00135,PN-842776,CUST00119,FL,South,Auto,Personal Auto,Carlos Rodriguez,Maria Lewis,Expired,High,2025-05-26,2026-05-21,2214.66,2214.66,0,0.0,0.0,0.0,Personal Injury,No Claim,No Claim,,,Broker,0.0
POL00136,PN-927406,CUST00120,NC,South,Commercial Property,Commercial Property,Nancy Thomas,Maria Harris,Expired,Medium,2025-03-04,2025-08-31,10383.57,10383.57,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Direct,0.0
POL00137,PN-214682,CUST00121,TX,South,Home,Homeowners,Sandra Lewis,John Walker,Cancelled,Medium,2026-02-09,2027-02-04,3040.2,475.27,1,4802.38,4571.55,0.0,Liability,Closed,Property Damage,2026-06-17,2026-06-21,Online,10.104530056599407
POL00138,PN-461724,CUST00122,NC,South,Auto,Personal Auto,David Clark,Maria Lewis,Expired,Low,2024-11-15,2025-11-10,1120.41,1120.41,0,0.0,0.0,0.0,Personal Injury,No Claim,No Claim,,,Agent,0.0
POL00139,PN-202365,CUST00123,CA,West,Home,Homeowners,John Davis,Donna Anderson,Cancelled,Low,2024-12-17,2025-06-15,1867.7,1382.73,1,3491.14,1452.06,1432.5,Liability,Reopened,Property Damage,2025-02-02,2025-02-07,Agent,2.5248168478300173
POL00140,PN-771590,CUST00124,MD,South,Auto,Personal Auto,James Robinson,Nancy Martinez,Active,Low,2024-08-07,2025-08-02,980.86,801.76,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Agent,0.0
POL00141,PN-483561,CUST00125,NC,South,Auto,Personal Auto,Paul Thomas,Donna Davis,Cancelled,Medium,2025-09-17,2026-09-12,1619.15,1064.28,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Broker,0.0
POL00142,PN-744333,CUST00126,TX,South,Auto,Personal Auto,Jennifer Jones,Edward White,Active,Low,2025-06-07,2026-06-02,1062.88,583.96,1,3090.96,486.18,2175.77,Collision,Open,Liability,2025-07-04,2025-07-15,Online,5.293102267278581
POL00143,PN-110048,CUST00127,CT,Northeast,Commercial Auto,Commercial Auto,Mark Rodriguez,Donna Davis,Active,Low,2025-03-30,2026-03-25,3080.98,2518.15,1,1945.42,1818.67,0.0,Comprehensive,Closed,Liability,2025-12-08,2025-12-25,Online,0.7725592200623473
POL00144,PN-635618,CUST00089,MA,Northeast,Commercial Auto,Commercial Auto,Kevin Brown,Paul Williams,Cancelled,Medium,2025-03-27,2026-03-22,8783.51,5692.09,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Online,0.0
POL00145,PN-133796,CUST00128,VA,South,Commercial Property,Commercial Property,John Davis,Elizabeth Williams,Active,High,2024-08-02,2025-07-28,15314.71,8856.63,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Direct,0.0
POL00146,PN-953047,CUST00129,NJ,Northeast,Home,Homeowners,Mark Rodriguez,Laura King,Active,Medium,2024-10-26,2025-10-21,2367.7,1502.0,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Direct,0.0
POL00147,PN-242175,CUST00130,FL,South,Home,Homeowners,James Lewis,Laura King,Active,High,2024-09-12,2025-09-07,3527.65,2804.33,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Direct,0.0
POL00148,PN-249077,CUST00131,MA,Northeast,Home,Homeowners,James Lee,Elizabeth Williams,Expired,Low,2025-02-16,2026-02-11,2126.09,2126.09,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Online,0.0
POL00149,PN-443187,CUST00132,GA,South,Commercial Auto,Commercial Auto,Michael Miller,Maria Lewis,Active,Medium,2025-01-01,2025-06-30,7923.67,7363.34,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Online,0.0
POL00150,PN-381581,CUST00133,MA,Northeast,Auto,Personal Auto,Kimberly Allen,Linda Wright,Active,Medium,2025-11-29,2026-05-28,823.66,695.05,3,23075.79,17415.38,5326.86,Personal Injury,Reopened,Liability,2026-02-14,2026-02-19,Agent,33.20018703690382
POL00151,PN-387330,CUST00053,MA,Northeast,Auto,Personal Auto,Paul Thomas,Kevin Williams,Cancelled,Low,2026-02-12,2027-02-07,1067.56,221.1,1,3260.83,2775.65,0.0,Collision,Closed,Weather,2026-05-10,2026-05-13,Online,14.748213478064224
POL00152,PN-542828,CUST00134,NC,South,Auto,Personal Auto,James Lee,Maria Lewis,Active,Medium,2024-11-02,2025-10-28,1404.86,1220.01,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Agent,0.0
POL00153,PN-171734,CUST00135,NJ,Northeast,Home,Homeowners,Sandra Lewis,Elizabeth Williams,Active,Low,2025-02-25,2026-02-20,2147.93,784.64,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Online,0.0
POL00154,PN-468611,CUST00136,VA,South,Commercial Auto,Commercial Auto,Robert Perez,Laura King,Active,Medium,2026-01-08,2027-01-03,8183.49,6965.21,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Online,0.0
POL00155,PN-315425,CUST00137,OH,Midwest,Auto,Personal Auto,James Lee,Donna Anderson,Expired,Medium,2024-09-02,2025-08-28,1287.14,1287.14,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Online,0.0
POL00156,PN-653948,CUST00138,NJ,Northeast,Commercial Property,Commercial Property,David Davis,Linda Wright,Expired,Low,2025-07-13,2026-07-08,8994.54,8994.54,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Broker,0.0
POL00157,PN-715895,CUST00020,CT,Northeast,Auto,Personal Auto,James Lewis,Maria Harris,Cancelled,Medium,2025-03-01,2026-02-24,1717.4,810.51,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Broker,0.0
POL00158,PN-187657,CUST00139,OH,Midwest,Commercial Property,Commercial Property,Linda Williams,Linda Wright,Active,Medium,2025-10-27,2026-04-25,6020.28,5537.02,1,5713.78,5121.8,0.0,Property,Closed,Liability,2026-04-13,2026-04-18,Online,1.031923308927907
POL00159,PN-225245,CUST00026,CA,West,Auto,Personal Auto,Nancy Thomas,Paul Williams,Expired,Medium,2024-06-19,2025-06-14,976.97,976.97,2,13409.52,4775.96,7537.06,Comprehensive,Open,Collision,2024-07-28,2024-08-12,Online,13.725621052847067
POL00160,PN-577309,CUST00140,NJ,Northeast,Home,Homeowners,Kimberly Allen,Kevin Williams,Active,Low,2025-08-10,2026-02-06,1174.36,385.92,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Agent,0.0
POL00161,PN-148215,CUST00141,MD,South,Commercial Property,Commercial Property,Sandra Lewis,John Walker,Expired,Medium,2025-03-05,2026-02-28,6108.08,6108.08,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Online,0.0
POL00162,PN-966120,CUST00080,NY,Northeast,Home,Homeowners,James Lewis,Kevin Williams,Active,Low,2025-02-14,2025-08-13,2466.91,1980.42,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Agent,0.0
POL00163,PN-679958,CUST00142,VA,South,Auto,Personal Auto,Kimberly Allen,Donna Anderson,Active,Medium,2025-05-20,2026-05-15,1902.7,1555.23,3,23015.9,3855.36,17774.83,Collision,Open,Collision,2025-11-28,2025-12-07,Broker,14.799032940465398
POL00164,PN-208998,CUST00143,CT,Northeast,Home,Homeowners,James Lewis,Linda Wright,Active,Medium,2025-06-16,2026-06-11,2439.56,2277.23,1,1360.55,1245.24,0.0,Liability,Closed,Property Damage,2025-08-21,2025-08-28,Direct,0.5974583155851626
POL00165,PN-405844,CUST00144,VA,South,Commercial Property,Commercial Property,James Lee,Mark Miller,Active,Low,2024-07-26,2025-07-21,8631.94,3461.55,1,3354.77,1354.72,1308.34,Property,Reopened,Liability,2024-12-08,2024-12-11,Agent,0.9691525472692868
POL00166,PN-194813,CUST00145,TX,South,Auto,Personal Auto,Carlos Rodriguez,John Walker,Expired,Low,2025-12-29,2026-12-24,1799.34,1799.34,1,5726.95,5345.5,0.0,Liability,Closed,Liability,2026-05-18,2026-05-25,Agent,3.1828059177253882
POL00167,PN-199326,CUST00146,FL,South,Commercial Auto,Commercial Auto,Jennifer Jones,Angela Thompson,Expired,Low,2024-07-21,2025-07-16,4268.8,4268.8,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Agent,0.0
POL00168,PN-714590,CUST00147,GA,South,Auto,Personal Auto,John Davis,Nancy Martinez,Active,High,2024-12-05,2025-06-03,1062.99,434.97,2,18847.22,2023.4,12721.25,Personal Injury,Open,Bodily Injury,2025-02-14,2025-02-28,Agent,43.32993079982528
POL00169,PN-255851,CUST00050,TX,South,Auto,Personal Auto,David Clark,Donna Davis,Active,Low,2024-07-23,2025-07-18,1466.86,1197.91,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Agent,0.0
POL00170,PN-602985,CUST00148,NC,South,Auto,Personal Auto,Kimberly Allen,Mark Miller,Active,Low,2024-08-12,2025-02-08,1814.52,613.46,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Agent,0.0
POL00171,PN-904092,CUST00149,CT,Northeast,Commercial Property,Commercial Property,Jennifer Jones,Edward White,Active,Medium,2026-01-24,2026-07-23,11113.28,7492.57,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Direct,0.0
POL00172,PN-472039,CUST00150,GA,South,Auto,Personal Auto,Robert Perez,Mark Miller,Cancelled,High,2024-01-29,2025-01-23,3000.1,1463.64,3,8926.46,7614.17,0.0,Comprehensive,Closed,Bodily Injury,2024-09-29,2024-09-29,Direct,6.098808450165341
POL00173,PN-447848,CUST00151,CT,Northeast,Commercial Auto,Commercial Auto,David Davis,Kevin Williams,Expired,High,2024-01-23,2025-01-17,9428.14,9428.14,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Agent,0.0
POL00174,PN-482614,CUST00152,VA,South,Commercial Auto,Commercial Auto,Paul Thomas,Maria Harris,Active,Medium,2024-06-10,2025-06-05,8621.13,6224.17,3,22871.26,20450.97,0.0,Liability,Closed,Bodily Injury,2024-09-08,2024-09-08,Agent,3.6745879370261414
POL00175,PN-836109,CUST00153,MD,South,Commercial Auto,Commercial Auto,George Wilson,John Walker,Active,Low,2025-09-18,2026-09-13,5300.59,3299.72,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Direct,0.0
POL00176,PN-349556,CUST00154,VA,South,Auto,Personal Auto,John Davis,Mark Miller,Active,Low,2024-03-10,2025-03-05,864.4,260.04,0,0.0,0.0,0.0,Personal Injury,No Claim,No Claim,,,Agent,0.0
POL00177,PN-274418,CUST00155,NC,South,Commercial Property,Commercial Property,Steven Thompson,Maria Harris,Active,Low,2025-10-28,2026-10-23,3535.52,3004.29,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Direct,0.0
POL00178,PN-373812,CUST00156,NY,Northeast,Auto,Personal Auto,James Lee,Kevin Williams,Active,Medium,2024-04-05,2025-03-31,1700.97,1044.02,3,6834.99,2382.67,4081.05,Personal Injury,Open,Liability,2025-01-06,2025-01-14,Direct,6.546799869734296
POL00179,PN-792687,CUST00157,CT,Northeast,Auto,Personal Auto,James Lee,Donna Davis,Active,Low,2024-10-28,2025-10-23,785.12,322.72,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Broker,0.0
POL00180,PN-596574,CUST00158,MA,Northeast,Commercial Auto,Commercial Auto,Nancy Thomas,Donna Davis,Active,High,2025-01-31,2026-01-26,6745.85,2841.88,1,21057.31,18376.07,0.0,Liability,Closed,Bodily Injury,2026-01-22,2026-02-12,Online,7.409640801159796
POL00181,PN-201400,CUST00047,FL,South,Home,Homeowners,George Wilson,Edward White,Expired,Medium,2025-03-04,2026-02-27,2114.45,2114.45,1,1883.24,1649.59,0.0,Property,Closed,Fire,2025-05-28,2025-06-03,Direct,0.890652415521767
POL00182,PN-947732,CUST00159,NJ,Northeast,Home,Homeowners,Paul Thomas,Jennifer Robinson,Expired,Low,2025-09-01,2026-08-27,1384.29,1384.29,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Agent,0.0
POL00183,PN-506951,CUST00160,OH,Midwest,Auto,Personal Auto,Susan Johnson,Elizabeth Williams,Active,High,2025-08-24,2026-08-19,1148.11,767.27,3,25384.36,22886.04,0.0,Liability,Closed,Collision,2026-03-22,2026-03-30,Online,33.08399911374093
POL00184,PN-501650,CUST00161,IL,Midwest,Home,Homeowners,James Lewis,Kevin Williams,Active,Low,2025-12-11,2026-12-06,886.23,456.83,2,5374.43,4794.27,0.0,Liability,Closed,Weather,2026-04-15,2026-05-06,Online,11.76461703478318
POL00185,PN-202988,CUST00162,CT,Northeast,Auto,Personal Auto,Michael Miller,Elizabeth Williams,Active,Medium,2025-09-11,2026-03-10,983.39,821.7,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Online,0.0
POL00186,PN-960899,CUST00157,NY,Northeast,Auto,Personal Auto,Jennifer Moore,Maria Harris,Expired,Low,2024-01-30,2025-01-24,885.56,885.56,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Direct,0.0
POL00187,PN-134677,CUST00163,VA,South,Commercial Auto,Commercial Auto,Susan Johnson,Paul Williams,Active,High,2024-05-06,2024-11-02,5691.41,3357.75,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Online,0.0
POL00188,PN-715388,CUST00164,VA,South,Auto,Personal Auto,Susan Johnson,Maria Lewis,Active,Low,2025-08-08,2026-08-03,1727.62,1279.31,1,3002.35,260.0,2578.52,Liability,Open,Collision,2025-11-30,2025-12-08,Agent,2.346851036887072
POL00189,PN-737894,CUST00165,MA,Northeast,Commercial Auto,Commercial Auto,Carlos Rodriguez,Laura King,Active,Low,2024-09-15,2025-09-10,4836.86,4042.66,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Agent,0.0
POL00190,PN-107704,CUST00166,TX,South,Commercial Property,Commercial Property,Kevin Brown,Paul Williams,Active,Medium,2025-12-01,2026-05-30,7500.67,3598.18,1,2224.19,2190.72,0.0,Property,Closed,Weather,2026-05-03,2026-05-15,Agent,0.6181430612142806
POL00191,PN-792616,CUST00167,PA,Northeast,Commercial Auto,Commercial Auto,Kimberly Garcia,Donna Davis,Active,High,2025-02-01,2025-07-31,9502.57,7891.02,2,17540.35,5767.4,10212.73,Comprehensive,Open,Weather,2025-04-17,2025-04-20,Broker,2.222824172286979
POL00192,PN-593649,CUST00154,CA,West,Commercial Auto,Commercial Auto,George Wilson,Kevin Williams,Expired,High,2024-08-15,2025-08-10,5861.06,5861.06,2,26993.82,724.47,23388.1,Collision,Open,Bodily Injury,2025-06-08,2025-06-27,Online,4.605620826266921
POL00193,PN-174675,CUST00168,CT,Northeast,Home,Homeowners,Angela Allen,Maria Harris,Active,Medium,2024-06-03,2025-05-29,3054.26,2876.12,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Direct,0.0
POL00194,PN-250181,CUST00169,CA,West,Auto,Personal Auto,John Davis,Donna Davis,Pending,Low,2024-02-29,2024-08-27,1116.9,86.4,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Agent,0.0
POL00195,PN-613358,CUST00170,FL,South,Auto,Personal Auto,James Robinson,Jennifer Robinson,Active,Medium,2025-01-27,2025-07-26,756.21,410.26,1,706.04,258.98,343.29,Collision,Open,Weather,2025-04-25,2025-05-04,Direct,1.7209574416223858
POL00196,PN-235193,CUST00147,IL,Midwest,Auto,Personal Auto,John Davis,John Walker,Active,Low,2025-09-02,2026-08-28,1182.23,457.48,0,0.0,0.0,0.0,Personal Injury,No Claim,No Claim,,,Online,0.0
POL00197,PN-476701,CUST00171,PA,Northeast,Commercial Property,Commercial Property,Linda Williams,Maria Harris,Active,Low,2024-08-04,2025-01-31,6687.17,3599.6,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Direct,0.0
POL00198,PN-493417,CUST00172,MA,Northeast,Commercial Auto,Commercial Auto,James Robinson,John Walker,Active,Medium,2024-01-21,2024-07-19,7234.9,3958.68,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Agent,0.0
POL00199,PN-835962,CUST00173,CA,West,Commercial Auto,Commercial Auto,Thomas Brown,Donna Anderson,Active,Low,2025-09-29,2026-09-24,4722.13,2986.89,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Broker,0.0
POL00200,PN-219550,CUST00174,NC,South,Auto,Personal Auto,Ryan Lee,Laura King,Pending,High,2025-02-23,2026-02-18,1326.93,120.8,0,0.0,0.0,0.0,Personal Injury,No Claim,No Claim,,,Broker,0.0
POL00201,PN-446663,CUST00175,NJ,Northeast,Home,Homeowners,Jennifer Jones,Donna Davis,Active,Low,2026-01-10,2026-07-09,2435.0,1453.42,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Broker,0.0
POL00202,PN-586830,CUST00026,GA,South,Auto,Personal Auto,James Williams,Paul Williams,Active,High,2024-04-07,2024-10-04,942.44,679.2,2,25108.53,22030.99,0.0,Comprehensive,Closed,Weather,2024-07-18,2024-07-30,Online,36.967800353356886
POL00203,PN-578715,CUST00176,MD,South,Commercial Auto,Commercial Auto,Nancy Thomas,Jennifer Robinson,Expired,Medium,2025-12-13,2026-06-11,9837.94,9837.94,2,10886.02,9838.67,0.0,Comprehensive,Closed,Weather,2025-12-20,2026-01-10,Agent,1.1065344980758167
POL00204,PN-979269,CUST00177,PA,Northeast,Home,Homeowners,Nancy Thomas,Brian Lee,Active,High,2025-11-01,2026-10-27,1372.74,880.11,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Agent,0.0
POL00205,PN-802382,CUST00178,OH,Midwest,Home,Homeowners,Carlos Rodriguez,Brian Lee,Cancelled,Low,2025-11-10,2026-11-05,1084.16,742.91,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Broker,0.0
POL00206,PN-774652,CUST00179,OH,Midwest,Commercial Auto,Commercial Auto,Angela Allen,Donna Davis,Active,High,2024-09-03,2025-08-29,11441.37,5088.66,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Broker,0.0
POL00207,PN-956794,CUST00180,NC,South,Home,Homeowners,Kimberly Allen,Elizabeth Williams,Active,Low,2025-05-24,2025-11-20,934.92,619.04,1,4031.2,3632.63,0.0,Property,Closed,Weather,2025-06-06,2025-06-13,Agent,6.512018609459809
POL00208,PN-985331,CUST00181,OH,Midwest,Commercial Auto,Commercial Auto,James Robinson,Donna Davis,Active,Medium,2024-04-09,2025-04-04,2578.81,1835.8,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Broker,0.0
POL00209,PN-647341,CUST00182,NY,Northeast,Auto,Personal Auto,Sandra Lewis,Donna Davis,Cancelled,Low,2024-04-19,2025-04-14,1305.15,924.22,0,0.0,0.0,0.0,Personal Injury,No Claim,No Claim,,,Online,0.0
POL00210,PN-964607,CUST00183,CA,West,Auto,Personal Auto,George Wilson,Jennifer Robinson,Cancelled,Low,2024-05-06,2025-05-01,1195.01,540.76,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Online,0.0
POL00211,PN-656127,CUST00184,OH,Midwest,Commercial Property,Commercial Property,Kevin Brown,Donna Davis,Expired,High,2025-12-09,2026-12-04,12607.23,12607.23,1,10931.69,10427.49,0.0,Liability,Closed,Weather,2026-02-10,2026-02-18,Direct,0.8670968959874612
POL00212,PN-517196,CUST00185,MA,Northeast,Home,Homeowners,Ashley Brown,Linda Wright,Cancelled,Low,2024-11-02,2025-10-28,2177.55,1153.12,1,5550.79,1971.63,3552.51,Liability,Open,Weather,2025-02-01,2025-02-17,Online,4.813714097405301
POL00213,PN-668843,CUST00186,VA,South,Commercial Auto,Commercial Auto,George Wilson,Paul Williams,Active,Medium,2025-12-28,2026-12-23,7682.13,4970.62,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Direct,0.0
POL00214,PN-947568,CUST00024,NJ,Northeast,Auto,Personal Auto,James Lewis,John Walker,Cancelled,Low,2024-10-20,2025-10-15,726.92,451.14,1,884.14,849.59,0.0,Personal Injury,Closed,Theft,2025-02-11,2025-03-03,Agent,1.9597907523163542
POL00215,PN-688534,CUST00187,OH,Midwest,Commercial Auto,Commercial Auto,Linda Williams,Donna Anderson,Active,Medium,2025-03-02,2026-02-25,8558.81,6704.85,2,19585.33,18865.89,0.0,Liability,Closed,Weather,2025-12-06,2025-12-25,Broker,2.9210690768622714
POL00216,PN-306012,CUST00188,CT,Northeast,Auto,Personal Auto,Sandra Lewis,Maria Lewis,Active,Low,2025-01-21,2025-07-20,1151.68,442.87,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Broker,0.0
POL00217,PN-105919,CUST00189,CA,West,Commercial Property,Commercial Property,James Lewis,Linda Wright,Active,High,2025-10-02,2026-09-27,10501.65,5594.81,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Online,0.0
POL00218,PN-650916,CUST00190,PA,Northeast,Home,Homeowners,Linda Williams,Kevin Williams,Active,Low,2024-08-14,2025-08-09,1896.37,930.78,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Agent,0.0
